test_id,test_strain,type,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,flavor_1,flavor_2,flavor_3,thc_max,cbd_max,inventory_type,chemotype,strain_category,strain_leafly_page_rank,strain_leafly_review_rank,strain_tests,strain_chemotype,strain_prop_chemotype1,strain_prop_chemotype2,strain_prop_chemotype3,strain_modal_chemo_prop
15792,Purple Pinecone,Hybrid,,,,,,Euphoric, Focused, Happy, Relaxed, Uplifted,,,,,,,17,0,Flower Lot,1,Indica,1461,150,33,1,1,0,0,1
15993,Wappa,Hybrid,,,,,,Happy,Giggly,Relaxed,Hungry,Uplifted,,,,,,,23.8551,0.22,Flower Lot,1,Hybrid,512,134,82,1,1,0,0,1
16381,Purple Dragon,Indica,Stress, Insomnia, Depression, Pain,,Relaxed, Euphoric, Uplifted, Happy, Dry Mouth, Paranoid, Anxious,,Grape, Earthy, Sweet,8.71241,0.06,Flower Lot,1,Indica,483,149,84,1,1,0,0,1
16451,Candyland,Sativa,Stress, Depression, Pain,,,Happy, Uplifted, Euphoric, Energetic, Relaxed, Dry Mouth, Anxious,,Sweet, Earthy,,24.802,0,Flower Lot,1,Sativa,50,38,419,1,0.9880669,0.0119332,0,0.9880669
16453,3X Crazy,Indica,Stress, Insomnia, Pain, Depression, Lack of Appetite,Relaxed, Happy, Uplifted, Euphoric, Creative, Dry Mouth, Anxious, Paranoid,Earthy, Grape, Sweet,16.786,0,Flower Lot,1,Indica,264,137,13,1,1,0,0,1
16543,Mazar Kush,Indica,Pain, Insomnia, Inflammation, Stress, Nausea,Relaxed, Sleepy, Happy, Hungry, Dry Mouth, Anxious,,,Earthy,,,14.13505,0.12,Flower Lot,1,Indica,860,141,12,1,1,0,0,1
16594,Bianca,Hybrid,,,,,,Relaxed,Sleepy,Euphoric,Focused,Creative,,,,,,,48.73,0.12,Hydrocarbon Wax,1,Hybrid,1366,149,45,1,1,0,0,1
16698,Sin Diesel,Hybrid,,,,,,,,,,,,,,Cheese,Woody,Pungent,23.96481,0.66,Flower Lot,1,Hybrid,1742,150,7,1,1,0,0,1
16819,Ghost OG Moonshine,Indica,Depression, Lack of Appetite, Pain, Stress, Insomnia,Euphoric, Happy, Hungry, Relaxed, Sleepy, Dry Mouth,,,Earthy, Skunk,,20.0509,0.13,Flower Lot,1,Indica,1465,149,30,1,1,0,0,1
16975,Platinum OG,Indica,Stress, Insomnia, Pain, Depression, Lack of Appetite,Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,,19.5363,0.15,Flower Lot,1,Indica,71,65,188,1,1,0,0,1
17000,Blue Train,Hybrid,,,,,,,,,,,,,,Citrus,Earthy,Sweet,6.68103,0.02,Flower Lot,1,Hybrid,753,150,2,1,1,0,0,1
17211,Dancehall,Hybrid,,,,,,Happy,Relaxed,Uplifted,Energetic,Creative,,,,,,,0.63743,16.4,Flower Lot,3,Hybrid,797,138,59,3,0.0508475,0.2033898,0.7457627,0.7457627
17429,Strawberry Ice,Sativa,Depression, Stress, Pain,,,Euphoric, Uplifted, Focused, Energetic, Happy, Dry Mouth, Paranoid,,Strawberry, Sweet, Berry,63.1916,0,Hydrocarbon Wax,1,Sativa,889,147,53,1,1,0,0,1
17708,ReCON,Hybrid,Stress, Insomnia, Nausea, Pain, Lack of Appetite,Relaxed, Hungry, Sleepy, Happy, Euphoric, Dry Mouth, Anxious, Paranoid,Sweet,,,19.2678,0.1,Flower Lot,1,Indica,762,142,10,1,1,0,0,1
17750,P-51,Indica,Pain, Insomnia, Nausea, Stress,,Happy, Tingly, Uplifted, Relaxed, Dry Mouth, Paranoid,,,Earthy, Sweet,,24.90322,0.22,Flower Lot,1,Indica,1673,151,117,1,1,0,0,1
17932,Conspiracy Kush,Hybrid,Pain, Lack of Appetite, Stress, Insomnia, Inflammation,Relaxed, Happy, Euphoric, Sleepy, Creative, Dry Mouth, Anxious,,Earthy, Sweet, Berry,21.26,0.45,Flower Lot,1,Indica,655,129,95,1,1,0,0,1
17962,Silver Haze,Hybrid,Stress, Depression, Lack of Appetite, Pain, Insomnia,Euphoric, Happy, Energetic, Uplifted, Relaxed, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,,16.2736,0.33,Flower Lot,1,Sativa,90,82,141,1,1,0,0,1
18075,Mad Scientist,Hybrid,Insomnia, Pain, Stress, Depression, Muscle Spasms,Relaxed, Euphoric, Uplifted, Focused, Sleepy, Dry Mouth, Paranoid,,Earthy, Pine,,20.36405,0,Flower Lot,1,Indica,1067,152,10,1,1,0,0,1
18265,Space Candy,Hybrid,,,,,,,,,,,,,,Citrus,Sweet,Pine,21.72,0.11,Flower Lot,1,Hybrid,425,138,174,1,1,0,0,1
18335,Lemonberry,Hybrid,,,,,,Euphoric,Energetic,Giggly,Happy,Creative,,,,,,,15.1913,0.24,Flower Lot,1,Hybrid,651,145,73,1,1,0,0,1
18787,Stephen Hawking Kush,Hybrid,Stress, Pain, Nausea, Depression,,Relaxed, Happy, Euphoric, Focused, Uplifted, Dry Mouth, Paranoid,,Earthy, Pine,,21.31,0.14,Flower Lot,1,Indica,548,147,122,2,0.2213115,0.7786885,0,0.7786885
18789,Purple Punch,Hybrid,Stress, Depression, Pain, Inflammation, Muscle Spasms,Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth,,,Sweet, Berry, Grape,4.2,15.03,Flower Lot,2,Indica,228,109,25,1,0.96,0.04,0,0.96
18822,Webster,Hybrid,Pain, Stress, Inflammation,,,Relaxed, Sleepy, Talkative, Uplifted, Happy,,,,Citrus, Sweet,,24.3,0.5,Flower Lot,1,Sativa,1743,151,1,1,1,0,0,1
18903,Purple Champagne,Hybrid,Stress, Pain, Depression,,,Uplifted, Focused, Creative, Euphoric, Happy, Dry Mouth,,,Grape, Earthy,,25.75,0.38,Flower Lot,1,Sativa,927,139,164,1,1,0,0,1
19057,Tang,Hybrid,,,,,,,,,,,,,,Citrus,Orange,Sweet,17.5584,0.42,Flower Lot,1,,,,,,,,,
19170,Strawberry Blue,Hybrid,Stress, Depression, Pain, Lack of Appetite,,Happy, Energetic, Uplifted, Euphoric, Dry Mouth,,,,Strawberry, Sweet, Berry,15.1613,0.12,Flower Lot,1,Sativa,748,145,105,1,0.9809524,0,0.0190476,0.9809524
19386,Snow Monster,Indica,Pain, Insomnia, Stress, Lack of Appetite,,Relaxed, Happy, Hungry, Uplifted, Euphoric, Dry Mouth,,,Sweet, Earthy, Skunk,13.0534,0.07,Flower Lot,1,Indica,1287,146,46,1,1,0,0,1
19832,Locktite,Hybrid,,,,,,Relaxed,Happy,Uplifted,Tingly,Euphoric,,,,Sweet,Citrus,Earthy,22.2527,0.12,Flower Lot,1,Hybrid,625,132,356,1,0.988764,0.005618,0.005618,0.988764
19970,Allen Wrench,Hybrid,Stress, Depression, Pain, Lack of Appetite,,Energetic, Happy, Focused, Uplifted, Creative, Dry Mouth, Anxious,,Earthy, Pine, Citrus,15.4,0.2,Flower Lot,1,Sativa,380,123,551,1,0.9981851,0.0018149,0,0.9981851
20108,Tangerine Kush,Hybrid,Insomnia, Stress, Pain, Depression, Lack of Appetite,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious,Citrus, Orange, Sweet,17.7992,0.15,Flower Lot,1,Indica,267,113,37,1,1,0,0,1
20497,Hawaiian Punch,Hybrid,Pain, Stress,,,,Happy, Uplifted, Relaxed, Euphoric, Tingly, Anxious, Dry Mouth, Paranoid,Citrus, Sweet,,19.98,0.69,Flower Lot,1,Sativa,784,145,239,1,0.9958159,0.0041841,0,0.9958159
20552,Gobbstopper,Hybrid,Depression, Nausea, Stress, Insomnia,,Happy, Relaxed, Euphoric, Horny, Sleepy, Dry Mouth,,,Sweet, Berry,,15.8906,0.12,Flower Lot,1,Indica,1567,151,118,1,1,0,0,1
20634,Mendo Purps,Hybrid,,,,,,,,,,,,,,Earthy,Pine,Woody,14.582,0.15,Flower Lot,1,Hybrid,160,123,281,1,0.9893239,0.0035587,0.0071174,0.9893239
20818,Training Day,Hybrid,Insomnia, Pain, Stress, Depression, Muscle Spasms,Relaxed, Euphoric, Sleepy, Happy, Hungry, Dry Mouth, Anxious,,Earthy, Pine,,17.4,0.3,Flower Lot,1,Indica,773,142,380,1,1,0,0,1
21220,Hog's Breath,Hybrid,,,,,,,,,,,,,,Earthy,Lemon,Flowery,18.2,0.4,Flower Lot,1,Indica,664,140,42,1,1,0,0,1
21440,Sour Amnesia,Hybrid,Stress, Depression, Pain, Inflammation,,Happy, Uplifted, Euphoric, Energetic, Relaxed, Dry Mouth, Anxious, Paranoid,Sweet, Earthy,,24.8,0.2,Flower Lot,1,Sativa,603,137,35,1,0.8857143,0,0.1142857,0.8857143
21726,Hindu Skunk,Hybrid,Stress, Pain, Insomnia, Depression, Nausea,Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Paranoid,,Skunk, Earthy, Sweet,16.27461,0,Flower Lot,1,Indica,843,148,19,1,1,0,0,1
21729,Kryptonite,Hybrid,Pain, Stress, Insomnia, Depression,,Relaxed, Happy, Tingly, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Sweet, Earthy, Pine,18.30326,0.09,Flower Lot,1,Indica,240,115,114,1,0.877193,0.122807,0,0.877193
21733,Kush Dream,Hybrid,,,,,,,,,,,,,,Flowery,Sweet,Citrus,15.1651,0.07,Flower Lot,1,,,,,,,,,
21738,Mango,Hybrid,Stress, Pain, Depression, Insomnia, Lack of Appetite,Relaxed, Euphoric, Happy, Sleepy, Hungry, Dry Mouth, Paranoid, Anxious,Mango, Sweet,,19.21224,0.16,Flower Lot,1,Indica,173,119,223,1,1,0,0,1
21777,Grapefruit Haze,Hybrid,Stress, Depression, Pain, Muscle Spasms,,Uplifted, Happy, Euphoric, Relaxed, Talkative, Dry Mouth, Paranoid, Anxious,Lemon, Citrus,,20.6,0.2,Flower Lot,1,Sativa,900,141,6,1,1,0,0,1
22467,Dog Walker,Hybrid,,,,,,,,,,,,,,Tropical,Orange,Sweet,21.65539,0.19,Flower Lot,1,Hybrid,279,123,102,1,1,0,0,1
22562,Grape Crush,Indica,Stress, Pain, Depression, Muscle Spasms, Insomnia,Relaxed, Euphoric, Happy, Uplifted, Creative, Dry Mouth,,,Grape, Sweet, Berry,22.24,0.06,Flower Lot,1,Hybrid,770,146,4,1,1,0,0,1
22618,Solace,Hybrid,,,,,,,,,,,,,,Berry,Earthy,Sweet,15.5967,0.5,Flower Lot,1,,,,,,,,,
22651,Woody Kush,Hybrid,Insomnia, Stress, Depression, Pain, Lack of Appetite,Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Paranoid,,Pine, Earthy,,23.2373,4.9,Flower Lot,2,Indica,982,147,18,1,0.9444444,0.0555556,0,0.9444444
23046,Bubblegum Kush,Hybrid,Pain, Stress, Inflammation, Lack of Appetite, Muscle Spasms,Relaxed, Happy, Focused, Euphoric, Uplifted, Dry Mouth, Anxious, Paranoid,Sweet, Earthy, Citrus,15.0828,0.3,Flower Lot,1,Indica,163,113,64,1,1,0,0,1
23526,Ice Bomb,Hybrid,,,,,,,,,,,,,,Sweet,Earthy,Pungent,16.7614,0.5,Flower Lot,1,,,,,,,,,
23751,SFV OG Kush,Indica,Pain, Muscle Spasms, Inflammation, Insomnia, Depression,Relaxed, Happy, Hungry, Sleepy, Uplifted, Dry Mouth, Paranoid,,Earthy, Citrus, Sweet,22.16,0.06,Flower Lot,1,Indica,212,137,24,1,1,0,0,1
23936,Sage N Sour,Sativa,Depression, Stress, Pain,,,Happy, Focused, Relaxed, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Earthy,,,16.3268,0,Flower Lot,1,Sativa,423,134,147,1,0.9659864,0.0136054,0.0204082,0.9659864
24168,Heisenberg Kush,Sativa,Depression, Stress, Pain,,,Happy, Euphoric, Energetic, Uplifted, Creative, Dry Mouth,,,Berry, Sweet, Grape,15.6544,0.08,Flower Lot,1,Sativa,886,149,25,1,1,0,0,1
24307,Swiss Tsunami,Sativa,Pain, Depression, Inflammation, Stress,,Relaxed, Happy, Uplifted, Focused, Sleepy, Dry Mouth,,,Citrus, Orange, Earthy,1,16.58,Flower Lot,3,Sativa,1185,146,16,3,0.3125,0.1875,0.5,0.5
24383,Jack Diesel,Hybrid,Depression, Inflammation, Stress, Pain,,Happy, Energetic, Creative, Uplifted, Dry Mouth, Paranoid,,,Sweet, Citrus,,15.532,0.6,Flower Lot,1,Sativa,997,147,113,1,1,0,0,1
25091,Cat Piss,Hybrid,Stress, Depression, Pain, Lack of Appetite,,Happy, Energetic, Creative, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Ammonia, Earthy,,14.2812,0.5,Flower Lot,1,Sativa,200,120,4,1,1,0,0,1
25246,U2 Kush,Hybrid,Depression, Insomnia, Stress, Pain,,Relaxed, Sleepy, Happy, Hungry, Uplifted, Dry Mouth, Anxious,,Sweet,,,23.65,0.1,Flower Lot,1,Indica,1444,149,30,1,1,0,0,1
25636,Blue Ox,Hybrid,Depression, Lack of Appetite, Pain,,,Sleepy, Relaxed, Talkative, Uplifted, Euphoric,,,,Berry, Blueberry,,23.59879,0.09,Flower Lot,1,Indica,1609,152,29,1,0.9310345,0.0689655,0,0.9310345
25768,White Berry,Hybrid,Insomnia, Stress, Depression, Pain,,Horny, Euphoric, Happy, Creative, Focused, Paranoid, Anxious, Dry Mouth,Berry, Sweet, Earthy,21.86,0.41,Flower Lot,1,Indica,346,135,31,1,1,0,0,1
25769,StarDawg,Hybrid,,,,,,Happy,Relaxed,Uplifted,Euphoric,Talkative,,,,,,,23.16,0.29,Flower Lot,1,Hybrid,75,70,302,1,1,0,0,1
25896,OG-18,Indica,,,,,,Relaxed,Sleepy,Happy,Hungry,Euphoric,,,,,,,23.0143,0.1,Flower Lot,1,Hybrid,174,103,31,1,1,0,0,1
26056,Money Maker,Hybrid,Pain, Insomnia, Muscle Spasms, Depression, Lack of Appetite,Relaxed, Sleepy, Happy, Hungry, Uplifted, Dry Mouth, Paranoid,,Earthy, Berry, Skunk,18.1539,0,Flower Lot,1,Indica,467,148,1,1,1,0,0,1
26505,Harle-Tsu,Hybrid,,,,,,Relaxed,Happy,Uplifted,Focused,Euphoric,,,,Earthy,Citrus,Sweet,5.27628,10,Flower Lot,2,Hybrid,219,103,186,3,0.2043011,0.3602151,0.4354839,0.4354839
26528,Willy Wonka,Hybrid,Stress, Depression, Pain,,,Happy, Talkative, Energetic, Euphoric, Uplifted, Dry Mouth, Paranoid,,Sweet, Mint, Pine,15.1582,0.1,Flower Lot,1,Sativa,798,147,21,1,1,0,0,1
27013,Somango,Indica,Pain, Stress, Insomnia, Lack of Appetite, Depression,Relaxed, Happy, Uplifted, Focused, Sleepy, Dry Mouth, Paranoid,,Mango, Earthy, Sweet,15.75092,2.41,Flower Lot,1,Indica,417,130,27,1,1,0,0,1
27139,Danky Doodle,Indica,Stress, Pain, Depression, Insomnia, Nausea,Euphoric, Happy, Uplifted, Horny, Energetic, Dry Mouth, Paranoid,,Sweet, Skunk,,13.2427,0,Flower Lot,1,,,,,,,,,
27563,Dr. Grinspoon,Sativa,Depression, Stress, Pain,,,Energetic, Euphoric, Uplifted, Happy, Creative, Dry Mouth, Paranoid,,Citrus, Earthy,,26.16,0.07,Flower Lot,1,Sativa,420,149,2,1,1,0,0,1
27657,Purple Dream,Hybrid,,,,,,,,,,,,,,Earthy,Blueberry,Pungent,16.17969,0,Flower Lot,1,Hybrid,272,116,23,1,1,0,0,1
27756,Mango Haze,Hybrid,Stress, Depression, Pain, Lack of Appetite,,Happy, Uplifted, Relaxed, Euphoric, Energetic, Dry Mouth, Anxious,,Mango, Sweet,,23.25,0.07,Flower Lot,1,Sativa,197,110,177,1,0.9152542,0.0847458,0,0.9152542
28464,Kona Gold,Hybrid,Depression, Stress, Nausea, Pain,,Happy, Energetic, Uplifted, Creative, Euphoric, Dry Mouth, Anxious, Paranoid,Sweet, Honey,,23.34,0.17,Flower Lot,1,Sativa,972,150,29,1,1,0,0,1
28926,Sour Dream,Hybrid,,,,,,,,,,,,,,Sweet,Flowery,Pepper,17.36364,0,Flower Lot,1,Hybrid,430,142,18,1,1,0,0,1
29270,Silver Kush,Hybrid,Stress, Depression, Pain, Lack of Appetite, Muscle Spasms,Relaxed, Happy, Uplifted, Creative, Talkative, Dry Mouth, Paranoid,,Earthy, Citrus,,48.1764,0.18,Hydrocarbon Wax,1,Sativa,389,137,31,1,1,0,0,1
29544,Strawberry Banana,Hybrid,,,,,,,,,,,,,,Woody,Earthy,Grapefruit,16.0752,0.12,Flower Lot,1,Hybrid,130,99,193,1,1,0,0,1
29685,Hurricane,Sativa,Stress, Pain, Nausea, Depression,,Euphoric, Happy, Relaxed, Energetic, Uplifted, Dry Mouth, Anxious,,Sweet, Grape,,18.3677,0.15,Flower Lot,1,Sativa,1155,145,29,1,1,0,0,1
29911,Ghost OG,Hybrid,,,,,,,,,,,,,,Sweet,Citrus,Orange,23.3,0.3,Flower Lot,1,Hybrid,95,96,191,1,0.9790576,0.0209424,0,0.9790576
30026,Sour Alien,Hybrid,,,,,,,,,,,,,,Earthy,Citrus,Flowery,19.42,0.16,Flower Lot,1,Hybrid,620,134,6,1,1,0,0,1
30211,Walrus Kush,Hybrid,,,,,,,,,,,,,,Earthy,Flowery,Lime,17.41,0.34,Flower Lot,1,Hybrid,1889,152,2,1,1,0,0,1
30260,Honey Boo Boo,Indica,Pain, Stress, Depression, Lack of Appetite,,Relaxed, Sleepy, Euphoric, Tingly, Uplifted, Dry Mouth, Anxious,,Honey, Citrus, Lemon,18.06,0.17,Flower Lot,1,Indica,796,149,21,1,1,0,0,1
30261,J1,Hybrid,,,,,,Euphoric,Happy,Creative,Uplifted,Energetic,,,,,,,20.9325,0.27,Flower Lot,1,Hybrid,152,93,167,1,1,0,0,1
30434,Strawberry Frost,Indica,Depression, Stress, Lack of Appetite,,,Happy, Horny, Relaxed, Hungry, Dry Mouth,,,,Sweet, Strawberry, Earthy,17.8154,0.2,Flower Lot,1,Indica,956,148,52,1,1,0,0,1
32660,California Hash Plant,Indica,Stress,,,,,Sleepy, Hungry, Relaxed,,,,,,Citrus,,,8.2807,0,Flower Lot,1,Indica,1447,150,17,1,1,0,0,1
32694,MediHaze,Sativa,Pain, Stress, Depression, Inflammation, Nausea,Happy, Focused, Uplifted, Relaxed, Energetic, Anxious, Dry Mouth, Paranoid,Pine, Earthy, Citrus,9.25187,11.96,Flower Lot,2,Sativa,456,119,91,2,0.0659341,0.9120879,0.021978,0.9120879
32756,Yoda OG,Hybrid,Stress, Pain, Insomnia, Depression,,Relaxed, Sleepy, Euphoric, Hungry, Happy, Anxious, Dry Mouth,,Earthy,,,20.19,0.4,Flower Lot,1,Indica,249,114,33,1,1,0,0,1
33071,Atomic,Hybrid,,,,,,Happy,Relaxed,Talkative,Creative,Euphoric,,,,,,,22.6,0.4,Flower Lot,1,,,,,,,,,
34012,Dutch Haze,Hybrid,,,,,,Energetic, Creative, Happy, Horny, Uplifted,,,,Citrus, Earthy,,16.22878,0.28,Flower Lot,1,Sativa,1083,149,64,1,1,0,0,1
34039,Crystal,Hybrid,,,,,,,,,,,,,,Earthy,Woody,Pungent,16.7605,0.08,Flower Lot,1,,,,,,,,,
34240,Mindbender,Hybrid,,,,,,,,,,,,,,Earthy,Sweet,Sage,14.9366,0.18,Flower Lot,1,,,,,,,,,
34382,Euphoria,Hybrid,,,,,,Euphoric,Happy,Energetic,Creative,Relaxed,,,,,,,7.98129,0.14,Flower Lot,1,Sativa,368,140,20,1,0.8,0.2,0,0.8
34420,Phantom OG,Indica,Depression, Pain, Insomnia, Lack of Appetite,,Euphoric, Relaxed, Hungry, Happy, Focused, Dry Mouth, Paranoid, Anxious,Earthy, Lemon,,26.64,0.01,Flower Lot,1,Indica,469,142,33,1,1,0,0,1
34579,Lemon Thai,Hybrid,Stress, Pain, Depression, Lack of Appetite,,Happy, Talkative, Relaxed, Sleepy, Uplifted, Dry Mouth, Anxious, Paranoid,Lemon, Sweet,,81.49474,0.57,CO2 Hash Oil,1,Sativa,405,142,7,1,1,0,0,1
34612,91 Krypt,Indica,Stress, Depression, Lack of Appetite, Nausea,,Relaxed, Tingly, Happy, Hungry, Talkative, Dry Mouth,,,Earthy, Sweet,,12.1641,0.2,Flower Lot,1,Indica,1216,151,55,1,1,0,0,1
34788,Full Moon,Hybrid,Depression, Stress, Lack of Appetite,,,Happy, Energetic, Uplifted, Horny, Creative,,,,Ammonia,,,21.1464,0.3,Flower Lot,1,Sativa,791,150,30,1,1,0,0,1
34850,Caramelo,Hybrid,Stress, Pain, Depression, Lack of Appetite,,Happy, Euphoric, Energetic, Focused, Uplifted, Dry Mouth,,,Sweet, Lavender,,18.513,0.12,Flower Lot,1,Sativa,1086,150,14,1,1,0,0,1
35041,Northern Light,Hybrid,,,,,,,,,,,,,,Lemon,Citrus,Pungent,14.5582,1.4,Flower Lot,1,Indica,11,11,1389,1,0.987761,0.0115191,0.0007199,0.987761
35413,Afghani Bullrider,Hybrid,Stress, Depression, Insomnia, Pain,,Uplifted, Relaxed, Happy, Euphoric, Dry Mouth, Paranoid,,,Sweet, Pine, Earthy,20.417,0,Flower Lot,1,Indica,585,139,18,1,1,0,0,1
35424,Memory Loss,Hybrid,Stress, Depression, Pain, Nausea,,Uplifted, Happy, Talkative, Focused, Creative, Dry Mouth, Anxious,,Earthy, Sweet,,21.25,0.3,Flower Lot,1,Sativa,671,144,123,1,0.9593496,0.0406504,0,0.9593496
35885,Sour Cookies,Hybrid,,,,,,,,,,,,,,Sweet,Berry,Blueberry,20.4525,0.11,Flower Lot,1,Hybrid,300,130,62,1,1,0,0,1
36105,Trash,Hybrid,,,,,,Relaxed,Happy,Uplifted,Euphoric,Focused,,,,,,,24.1667,0.2,Flower Lot,1,Hybrid,1287,149,147,1,1,0,0,1
36132,Punky Lion,Hybrid,Stress, Depression, Muscle Spasms, Pain,,Relaxed, Sleepy, Hungry, Euphoric, Tingly, Paranoid, Dry Mouth,,Earthy, Sweet,,19.81,0.09,Flower Lot,1,,,,,,,,,
36199,Dinachem,Hybrid,,,,,,Talkative,Relaxed,Happy,Energetic,Giggly,,,,,,,24.89,0.09,Flower Lot,1,Hybrid,1337,147,25,1,1,0,0,1
36429,Sweet Black Angel,Hybrid,Depression, Stress, Pain, Insomnia,,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth,,,Sweet, Berry, Pine,17.7,0.2,Flower Lot,1,Indica,1030,144,33,1,1,0,0,1
36432,Fruity Chronic Juice,Hybrid,Lack of Appetite, Pain, Stress, Depression,,Relaxed, Euphoric, Happy, Talkative, Creative, Dry Mouth, Anxious,,Citrus, Sweet,,18,0.3,Flower Lot,1,Indica,901,150,45,1,1,0,0,1
36459,Chocolate Fondue,Hybrid,Depression, Stress, Nausea, Lack of Appetite,,Relaxed, Uplifted, Happy, Talkative, Euphoric, Dry Mouth, Anxious,,Sweet, Earthy,,19.4,0.2,Flower Lot,1,Sativa,1009,146,1,1,1,0,0,1
36493,Buddha Tahoe,Hybrid,Insomnia, Pain, Stress, Depression,,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious,,Earthy,,,19.8,0.2,Flower Lot,1,Indica,584,142,89,1,1,0,0,1
36598,Destroyer,Hybrid,Depression, Stress, Insomnia,,,Energetic, Uplifted, Euphoric, Happy,,,,,Lavender, Ammonia, Sweet,15.5944,0.32,Flower Lot,1,Sativa,737,141,10,1,1,0,0,1
36700,Citrix,Hybrid,,,,,,Happy,Euphoric,Uplifted,Relaxed,Energetic,,,,,,,21.56,0.04,Flower Lot,1,Hybrid,743,144,13,1,1,0,0,1
37410,Nebula,Hybrid,,,,,,Uplifted,Happy,Euphoric,Energetic,Creative,,,,,,,14,0.1,Flower Lot,1,Hybrid,292,130,1,1,1,0,0,1
37608,Sunset Sherbet,Sativa,,,,,,,,,,,,,,Sweet,Flowery,Citrus,17.8269,0.11,Flower Lot,1,Hybrid,24,28,814,1,1,0,0,1
37761,Church OG,Hybrid,Stress, Depression, Pain, Insomnia,,Relaxed, Happy, Uplifted, Creative, Horny, Dry Mouth, Paranoid,,Earthy, Citrus,,64.3658,0.39,Hydrocarbon Wax,1,Indica,574,145,44,1,1,0,0,1
37798,Hawaiian Snow,Hybrid,Depression, Pain, Stress,,,Happy, Relaxed, Uplifted, Euphoric, Creative, Dry Mouth, Anxious, Paranoid,,,,19.1893,0.09,Flower Lot,1,Sativa,313,135,24,1,1,0,0,1
38005,Star Killer,Hybrid,Pain, Stress, Insomnia, Depression, Nausea,Relaxed, Euphoric, Sleepy, Happy, Hungry, Dry Mouth, Paranoid, Anxious,Lemon, Earthy,,19.88261,0.13,Flower Lot,1,Indica,287,105,28,1,1,0,0,1
38103,Enemy of the State,Indica,Stress, Depression, Insomnia, Lack of Appetite,,Relaxed, Focused, Sleepy, Horny, Euphoric, Anxious, Dry Mouth, Paranoid,Sweet, Berry,,19.694,0.2,Flower Lot,1,Indica,1026,142,82,1,1,0,0,1
38144,Dawgfather,Hybrid,,,,,,,,,,,,,,Earthy,Woody,Spicy/Herbal,10.26967,0,Flower Lot,1,Hybrid,1804,152,35,1,1,0,0,1
38927,Dutch Queen,Hybrid,,,,,,,,,,,,,,Earthy,Citrus,Flowery,26.99,0.07,Flower Lot,1,Hybrid,1734,150,46,1,1,0,0,1
39015,Future,Hybrid,,,,,,Relaxed,Euphoric,Uplifted,Sleepy,Happy,,,,0,,,22.53,0.15,Flower Lot,1,Hybrid,977,141,37,1,1,0,0,1
40325,Cornbread,Hybrid,Stress, Lack of Appetite, Pain, Insomnia,,Relaxed, Hungry, Happy, Sleepy, Euphoric, Dry Mouth, Paranoid,,Earthy, Citrus,,15.90814,0.13,Flower Lot,1,Indica,531,121,34,1,1,0,0,1
40351,Durban Cookies,Hybrid,Pain, Stress, Depression, Inflammation,,Happy, Relaxed, Uplifted, Talkative, Energetic, Dry Mouth, Paranoid, Anxious,Sweet, Earthy,,18.95,0.1,Flower Lot,1,Sativa,799,133,76,1,1,0,0,1
40446,Swiss Tsu 2,Hybrid,,,,,,,,,,,,,,Lemon,Sweet,Blueberry,3.94,73.05,Food Grade Solvent Extract,3,,,,,,,,,
40703,Magnum,Hybrid,,,,,,Energetic,Happy,Creative,Uplifted,Euphoric,,,,,,,10.7978,0.05,Flower Lot,1,Hybrid,859,148,12,1,1,0,0,1
40760,White Nightmare,Hybrid,Stress, Pain, Depression, Lack of Appetite, Inflammation,Uplifted, Euphoric, Happy, Creative, Energetic, Dry Mouth, Anxious, Paranoid,Earthy, Sweet, Citrus,15.786,0.61,Flower Lot,1,Sativa,539,141,144,1,1,0,0,1
40827,Willie Nelson,Hybrid,Stress, Depression, Pain, Nausea,,Happy, Euphoric, Creative, Energetic, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,,7.8,0.1,Flower Lot,1,Sativa,358,136,96,1,1,0,0,1
40877,Mataro Blue,Hybrid,Pain, Stress, Depression, Insomnia, Muscle Spasms,Relaxed, Euphoric, Hungry, Happy, Tingly, Dry Mouth,,,Berry, Earthy, Sweet,20.29,0.06,Flower Lot,1,Indica,819,141,7,1,0.7142857,0.2857143,0,0.7142857
40917,Hades Haze,Indica,Insomnia, Depression, Lack of Appetite, Pain,,Relaxed, Sleepy, Talkative, Euphoric,,,,,Citrus, Earthy,,11.6748,0.05,Flower Lot,1,Indica,1749,149,112,1,1,0,0,1
